2022-12-21 00:12:308 INFO  HomePage :52 - Enter job title : tester
2022-12-21 10:12:933 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (9ec66625fb0a8ce0d1141bb3ab0698d7)] -> id: hp-search-btn]
2022-12-21 10:12:267 INFO  HomePage :52 - Enter job title : Tester
2022-12-21 10:12:366 INFO  HomePage :57 - Enter location : East london
2022-12-21 10:12:464 INFO  HomePage :62 - Select distance : up to 10 miles
2022-12-21 10:12:584 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (7f10e9ec92addb8dda2bff6165d30134)] -> id: toggle-hp-search]
2022-12-21 10:12:66 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (7f10e9ec92addb8dda2bff6165d30134)] -> id: salarymin]
2022-12-21 10:12:169 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (7f10e9ec92addb8dda2bff6165d30134)] -> id: salarymax]
2022-12-21 10:12:264 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (7f10e9ec92addb8dda2bff6165d30134)] -> id: salarytype]
2022-12-21 10:12:350 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (7f10e9ec92addb8dda2bff6165d30134)] -> id: tempperm]
2022-12-21 10:12:467 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (7f10e9ec92addb8dda2bff6165d30134)] -> id: hp-search-btn]
2022-12-21 10:12:274 INFO  HomePage :52 - Enter job title : Test Engineer
2022-12-21 10:12:398 INFO  HomePage :57 - Enter location : London
2022-12-21 10:12:484 INFO  HomePage :62 - Select distance : up to 7 miles
2022-12-21 10:12:603 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (55cfdfa35e835d8a763dfb4a3f25ecad)] -> id: toggle-hp-search]
2022-12-21 10:12:711 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (55cfdfa35e835d8a763dfb4a3f25ecad)] -> id: salarymin]
2022-12-21 10:12:982 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (55cfdfa35e835d8a763dfb4a3f25ecad)] -> id: salarymax]
2022-12-21 10:12:70 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (55cfdfa35e835d8a763dfb4a3f25ecad)] -> id: salarytype]
2022-12-21 10:12:148 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (55cfdfa35e835d8a763dfb4a3f25ecad)] -> id: tempperm]
2022-12-21 10:12:310 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (55cfdfa35e835d8a763dfb4a3f25ecad)] -> id: hp-search-btn]
2022-12-21 10:12:200 INFO  HomePage :52 - Enter job title : Administrator
2022-12-21 10:12:310 INFO  HomePage :57 - Enter location : West London
2022-12-21 10:12:404 INFO  HomePage :62 - Select distance : up to 10 miles
2022-12-21 10:12:513 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (18bbdad5fee793a5f6ce22482aac7309)] -> id: toggle-hp-search]
2022-12-21 10:12:776 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (18bbdad5fee793a5f6ce22482aac7309)] -> id: salarymin]
2022-12-21 10:12:885 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (18bbdad5fee793a5f6ce22482aac7309)] -> id: salarymax]
2022-12-21 10:12:973 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (18bbdad5fee793a5f6ce22482aac7309)] -> id: salarytype]
2022-12-21 10:12:60 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (18bbdad5fee793a5f6ce22482aac7309)] -> id: tempperm]
2022-12-21 10:12:219 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (18bbdad5fee793a5f6ce22482aac7309)] -> id: hp-search-btn]
2022-12-21 10:12:603 INFO  HomePage :52 - Enter job title : Electrician
2022-12-21 10:12:724 INFO  HomePage :57 - Enter location : Wembley
2022-12-21 10:12:802 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 10:12:916 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (328511a5e680adddbefa2884831fe5c7)] -> id: toggle-hp-search]
2022-12-21 10:12:268 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (328511a5e680adddbefa2884831fe5c7)] -> id: salarymin]
2022-12-21 10:12:338 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (328511a5e680adddbefa2884831fe5c7)] -> id: salarymax]
2022-12-21 10:12:418 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (328511a5e680adddbefa2884831fe5c7)] -> id: salarytype]
2022-12-21 10:12:519 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (328511a5e680adddbefa2884831fe5c7)] -> id: tempperm]
2022-12-21 10:12:614 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (328511a5e680adddbefa2884831fe5c7)] -> id: hp-search-btn]
2022-12-21 10:12:639 INFO  HomePage :52 - Enter job title : Accountant
2022-12-21 10:12:757 INFO  HomePage :57 - Enter location : Oxfordshire
2022-12-21 10:12:844 INFO  HomePage :62 - Select distance : up to 5 miles
2022-12-21 10:12:964 INFO  HomePage :67 - Click on more search option : [[ChromeDriver: chrome on WINDOWS (87c733a6e2fe8918b16509fb075be627)] -> id: toggle-hp-search]
2022-12-21 10:12:259 INFO  HomePage :72 - Enter minimum salary : [[ChromeDriver: chrome on WINDOWS (87c733a6e2fe8918b16509fb075be627)] -> id: salarymin]
2022-12-21 10:12:353 INFO  HomePage :77 - Enter maximum salary : [[ChromeDriver: chrome on WINDOWS (87c733a6e2fe8918b16509fb075be627)] -> id: salarymax]
2022-12-21 10:12:457 INFO  HomePage :82 - Select salary type : [[ChromeDriver: chrome on WINDOWS (87c733a6e2fe8918b16509fb075be627)] -> id: salarytype]
2022-12-21 10:12:576 INFO  HomePage :87 - Select job type : [[ChromeDriver: chrome on WINDOWS (87c733a6e2fe8918b16509fb075be627)] -> id: tempperm]
2022-12-21 10:12:721 INFO  HomePage :92 - Click on find jobs button : [[ChromeDriver: chrome on WINDOWS (87c733a6e2fe8918b16509fb075be627)] -> id: hp-search-btn]
